eID,eName,jurisdictionID
55048856,EGM LIMITED,MLT
200143123,Monango Home Inc,KNA
55008351,CHRISKUR CO LTD,MLT
55048331,TRANSAYMAR SHIPPING LTD,MLT
200142118,"MUNIRE TRADING CO., LTD.",KNA
101513628,DOCUMENTUM FOREIGN SALES CORPORATION,BRB
200514043,"GULFWINDS ENTERPRISES, LLC",KNA
101723175,78 DEGREES INC.,BRB
85034156,CARMEN HAIR DRESS,AW
100320935,EAMIC ENGINEERING INTERNATIONAL INC.,BRB
101900350,INTEL OVERSEAS BANK INCORPORATED,BRB
200108033,SCOUT FINANCE S.A.,KNA
82016274,AQR Risk Balanced Reinsurance Fund Ltd.,BMU
55039994,Cassar Petroleum Services Limited,MLT
55058084,Sonamis Co. Ltd,MLT
85023922,PEARL VISION N.V. (I.L.),AW
200516895,Wiregate LLC,KNA
200509957,CAIMANONE LLC,KNA
55034857,COMPLETE TRADING LIMITED,MLT
85019934,EDLEN TOURS & RENTAL N.V.,AW
100302449,INDUSTRIAL PACKAGING LIMITED,BRB
200106119,TARSEM GROUP LTD,KNA
55017261,SILVER DREAM SHIPPING CO. LTD,MLT
100339396,LA BELLE VIE (BARBADOS) INC.,BRB
85035777,MI FINCA,AW
200509146,PLDCL 59 LLC,KNA
55030552,G & T CONSULTING LTD,MLT
55065443,LRST CONSULTING HOLDING LTD.,MLT
30009256,FINANCE & EXPORT COMPANY LIMITED,BHS
101710129,TRANSALTA ENERGY FINANCIAL SERVICES LTD.,BRB
85002046,NATIONAL BUSINESS EQUIPMENT COMPANY N.V.,AW
55008259,GDK CONSULT LIMITED,MLT
82004725,Amerscan - Wired Atlantic Ltd.,BMU
55033783,MARCO LIMITED,MLT
200501276,PRESTON LLC,KNA
85018702,FLOR SECO CENTER,AW
200145805,Uptown 63 Investments Inc,KNA
200101367,INTERCONTINENTAL T. V. LTD.,KNA
200118386,KCHINS CORPORATION,KNA
85000925,C. R. COLBOURNE,AW
82015455,Pollywog Properties Limited,JEY
55008199,MERCURY OCEAN TRADING COMPANY LIMITED,MLT
200102440,"M & M SHIPPING CO., S.A.",KNA
200112152,INGOLD TRADE & FINANCE CO.,KNA
55030347,FORTY SEVEN CATERING LTD ( D 4881 ),MLT
55004680,DOMINO SHIPPING CO. LTD,MLT
200138496,STRATTON OAKMONT LTD,KNA
85013364,M.V.M. CONTRACTORS N.V.,AW
55046943,PAUL BONNICI & SON LIMITED,MLT
85045696,PUNTO MODA,AW
55053047,SILVER INTERNATIONAL LTD,MLT
55087550,SHELTER ISLAND FUND SICAV PLC,MLT
200139288,CleverInvest Group Inc.,KNA
82012051,Scorpio Panamax Tanker Pool Ltd.,CYM
55034888,J.A. Aluminium Limited,MLT
55081178,TRADEHOLD LIMITED,MLT
200129184,GLOBAL ASSOCIATES HOLDINGS LTD.,KNA
55019769,FIDINVEST HOLDINGS LIMITED,MLT
55050191,WINSTON'S RESTAURANT LIMITED,MLT
200507209,"Cerwin Holdings Capital, LLC",KNA
85042208,BEACH BLID BLID,AW
101734728,TED INVESTMENTS LIMITED,BRB
30016957,VANETH LIMITED,BHS
30015227,MORROW PROPERTIES LIMITED,BHS
55001018,RAYMAR TRANSPORT COMPANY LIMITED,MLT
82008528,Data Holdings Limited,BMU
82014805,Court Limited,JEY
55081875,TANRO SHIPPING CO. LTD.,MLT
55000353,PROSPEROUS SHIPPING COMPANY LIMITED,MLT
100300791,A. BARNES & CO. (1971) LIMITED,BRB
200145022,ADANINABY LIMITED,KNA
101714078,CALAIS INTERNATIONAL EL ALAMO INC.,BRB
55077624,GOLDEN CLOVER LIMITED,MLT
55033496,AH HOLDING LIMITED,MLT
55030993,GOLD TECHNICAL SERVICES LTD.,MLT
82119954,Orbell Limited,IMN
100332516,CARIBBEAN ENVIRONMENT GROUP INC.,BRB
55036967,WMN HOLDINGS LIMITED,MLT
200122578,CASPIAN OIL AND GAS LTD,KNA
200803128,THE MAGEN INVESTMENT TRUST,KNA
100300488,J.D. RILEY & CO..LIMITED,BRB
200119624,OCTOPUS MANAGEMENT LTD,KNA
55002824,BEAR BRAND LTD,MLT
55068207,H.S. Company Limited,MLT
55013721,GATEWAY FUTURES LIMITED,MLT
100316507,GAINS INVESTMENT INC.,BRB
55055407,MOUNT ASTEROUSIA MARITIME LTD,MLT
85037705,S.V. DOS CAMINOS SIMEON ANTONIO,AW
30009783,UNIVEST INTERNATIONAL LIMITED,BHS
30007397,CLEANING FORMULAE RESEARCH LIMITED,BHS
55087078,VICMARMEL,MLT
200114429,COTTLE INVESTMENT INCORPORATED,KNA
55063042,NEDA TRANSPORTATION LTD,MLT
55046621,FMT HOLDINGS COMPANY LIMITED,MLT
200121239,EUROPEAN ADVISORY SERVICES LTD,KNA
200130702,"Razr Entertainment Group, Ltd.",KNA
82018638,Complex Holdings L.P.,CYM
200125954,CLASSIC CONSULTANTS LIMITED,KNA
85021057,SALON DE BELLEZA GEMS,AW
200511828,"Aurora Investments International, LLC",KNA
200510410,The Cloisters Belize LLC,KNA
200508255,ROBBIN ESTATES LLC,KNA
85042643,B.C. BEAUTY CONTRACTORS,AW
85022488,SMART IMPRINTING COMPANY,AW
85012524,TROMP CEMENT PRODUCTIONS & CONSTRUCTION N.V.,AW
100325638,E A B INVESTMENTS LTD,BRB
100338333,SILVER TECHNETIUM INVESTMENTS INC.,BRB
85042298,MIGO HIGH CLASS TIRE REPAIR,AW
200200164,Quanta Capital Foundation,KNA
55071050,SYNERGY MANAGEMENT LTD,MLT
85021892,ELEKTRISCHE INSTALLATIE BEDRIJF ROSARIO,AW
30016983,ICT REAL ESTATE CORPORATION LIMITED,BHS
85026555,EVERY ARUBA EVENTS SPECIALISTS,AW
55045675,Captain Hook Shipping Ltd,MLT
55012204,PRICE BREAKERS LIMITED,MLT
200801469,DULZUSA INVESTMENTS,KNA
55032651,RUSICH-10 LTD,MLT
200124004,FOILS OVERSEAS LTD,KNA
85030771,VIDA @ LINEA CYBERCAF,AW
85032595,ELIAN (DB) INVESTMENTS A.V.V.,AW
55037258,GODRICO LTD,MLT
100309309,T & C HARDWARE INC.,BRB
55072496,EURO RECOVERY LTD,MLT
55052568,77 SUNSET STRIP LIMITED,MLT
82005602,LAW IN CONTEXT LTD.,BMU
85011529,THE ROSE FLOWERSHOP,AW
55061070,FARAH INTERNATIONAL LTD,MLT
85008349,KUDAWECHA STORE,AW
200124797,"PHYSICIANS ASSET PROTECTION SERVICES, LTD.",KNA
200133334,"DW Resource Ventures, Inc.",KNA
82019484,Ceilings Plus Ltd.,BMU
82002782,Albertina Limited,BMU
200115871,DEALER SPECIALITY REINSURANCE LIMITED,KNA
101711358,DEACON CAPITAL (BARBADOS) CORPORATION,BRB
100337674,EXODUS HOLDINGS CORP.,BRB
55060917,KYMERA HOLDING LTD,MLT
55048653,HIJACK POKER LIMITED,MLT
200510493,"New Energy, LLC",KNA
55039916,ICA LIMITED,MLT
200118829,INZAR LIMITED,KNA
85025564,WORLD LATIN TRANSFER & COMMUNICATION,AW
55040414,EFLY COMPANY LIMITED,MLT
82008936,Downrigger Ltd.,BMU
82021870,Nyathi Limited,IMN
200145700,SUMMIT PHARMATECH LTD,KNA
82012360,"Loeb Arbitrage Offshore Partners, Ltd.",CYM
82025926,G.K. Investments (Cayman) Ltd,CYM
200504902,"BOYCO HOLDINGS, LLC",KNA
200134729,REHA ALDIN GEMICILIK LTD.,KNA
200116985,TIGGY CORPORATION,KNA
30000127,CHRISTIE LAND COMPANY LIMITED,BHS
85014415,HARRIS CORPORATION A.V.V. (I.L.),AW
85048027,BRANDTASTIC,AW
55031045,Blue Note Limited,MLT
82011951,"Harken de Colombia II, Limitada ** INCOMPLETE **",CYM
85044513,THE PAINTING CREW & SERVICES,AW
55063522,SIDURI LIMITED,MLT
85041732,JUNIOR'S HAMBURGERS 'N MORE,AW
30016181,"YARDSTICK OF FREEPORT LIMITED, THE",BHS
55081982,RENOWN HOLDINGS LTD. ( CONVERTED TO C 28813),MLT
55002119,MALFLOT LTD ( D 4549 ),MLT
200500720,"DREAM GIRL ENTERPRISES, LLC",KNA
82002199,Oryx Petroleum Corporation Ltd.,BMU
55013277,SQUEAKY CLEAN LTD,MLT
200119640,"CD REINSURANCE CO., LTD.",KNA
82020309,SML Corporation Limited,BMU
101706782,SILVERSTAR SECURITIES INC.,BRB
200124232,ORION FOUNDATION LTD,KNA
82007953,NIKE Cortez,BMU
101513950,DIMON INTERNATIONAL FSC (BARBADOS) INC.,BRB
85046799,P.E.V. HOLDING VBA,AW
100310732,N.K.M. HOLDINGS INC.,BRB
55074796,ROXCHEM (MALTA) LTD,MLT
100322768,GREEN MONKEY PROPERTY MAINTENANCE LTD.,BRB
100337089,ARGO DEVELOPMENT STUDIO INC.,BRB
55034672,REMEDIATION SOLUTIONS LIMITED,MLT
55086022,E. VELLA ZARB & CO.,MLT
200137524,EconoMax Corp.,KNA
85028563,FAMKOHER COMPANY N.V.,AW
85021518,STAR ENERGY A.V.V.,AW
85023711,SPA AT THE MILL,AW
82011478,Kingsoft Corporation Limited,CYM
101722132,DENEBOLA INTERNATIONAL LIMITED,BRB
82011696,"Litchfield LiquidFunds Capital Management, Ltd.",CYM
55031412,FALCON CORPORATE SERVICES LIMITED,MLT
101829178,BARBADOS ASSOCIATION OF EMERGENCY MEDICAL TECHNICIANS INC.,BRB
100323094,ACCESSORIES ZONE INC.,BRB
200133147,Connect Shipping Ltd,KNA
200106190,"WELLINGTON PRIVATE TRUST COMPANY, LTD.",KNA
55031432,Alpine Entertainment Holding Ltd.,MLT
85034267,TROPICAL ISLAND REAL ESTATE N.V.,AW
200502426,WINDSOR ENTERPRISES LLC,KNA
100338712,NU VISUAL MEDIA INC.,BRB
100331227,GLOBAL MARITIME CLAIMS MANAGEMENT SERVICES LTD.,BRB
30007471,"CONSTRUCTION BANK OF THE AMERICAS, LIMITED",BHS
200134130,LEVINE INTERNATIONAL CORPORATION,KNA
85019107,LOS COMADRES TAKE AWAY,AW
101517184,STC TECHNOLOGY CORP,BRB
55012277,ELPIDA SHIPPING COMPANY LIMITED,MLT
55066265,COMPREHENSIVE INTERNATIONAL SUPPORT LTD,MLT
100317934,ULTIMATE TRAVEL & TOURS INC.,BRB
200129516,"DEEP BLUE SEA RE., Ltd.",KNA
82007240,Scorpion International Ltd.,BMU
200132955,PHOBOS LTD,KNA
30015155,PONTIAC INVESTMENT COMPANY LTD,BHS
55059329,LUCKY DINO GAMING LIMITED,MLT
55019983,WISH MARINE LIMITED,MLT
30002052,CONSOLIDATED FINANCE AND RENTAL COMPANY LTD.,BHS
200503856,"NEW WORLD DISCOVERIES, LLC",KNA
55032136,PAVI BAKERY LIMITED,MLT
85024203,TALBORT CORPORATION A.V.V.,AW
55073113,AGS MEDIA GROUP LTD,MLT
82021500,"Anything.com, Ltd.",KNA
82004861,Drake Private Trust Company Limited,BMU
200502860,"ROSEBUD CONSULTING, LLC",KNA
100340739,UNITED PROFESSIONAL SERVICES INC.,BRB
55040429,VICTORIA RESIDENCE & PROPERTIES LIMITED,MLT
101511013,"RIDEWELL SUSPENSIONS INTERNATIONAL, INC.",BRB
55058411,T & D TRADING LIMITED,MLT
200115115,TWIST CONCEPTS LIMITED,KNA
82080354,Illgill Limited,IMN
55046753,DARMANIN FISHERIES LIMITED,MLT
85012754,MOSSO CORPORATION A.V.V.,AW
55016179,O.C. SYSTEMS INTERNATIONAL LIMITED,MLT
200510652,"GCF HOLDINGS, LLC",KNA
200146641,GQ Bear Company Ltd,KNA
85004319,DECOR ASSOCIATES,AW
55086548,MAYFAIR CONSULTANCY,MLT
55059788,PB GLOBAL LIMITED,MLT
85049030,MACOSARTO ARUBA N.V.,AW
55058233,LOPEZ HOLDINGS LTD,MLT
82013119,Aquali Strategy Fund SPC,CYM
200103321,"PROFITUNITY TRADING GROUP, LIMITED",KNA
200131253,BRAZELTON MANAGEMENT INC.,KNA
82009059,CAM Fund Platform Ltd.,BMU
85012546,ARUBA BOARDSAILING PRODUCTIONS N.V.,AW
85015535,CARIBBEAN AIRBRUSH T-SHIRTS COMPANY/CARIB TEES,AW
85017173,ASPHALT INTERNATIONAL AVV,AW
55046953,IRON SHIPPING LTD,MLT
85000066,BOTICA ARUBA N.V.,AW
82012922,Pacific Minato GP Ltd.,CYM
101718672,RELIANCE MANAGEMENT INC.,BRB
200122196,SUPERIOR GROUP INVESTMENTS LTD,KNA
200801524,HEALTHLIFE INVESTMENTS,KNA
200133353,MARITIME RESOURCES INTERNATIONAL LTD.,KNA
100323849,M. C. RAMSAY INC.,BRB
30000597,WEST INDIA STEAMSHIPS LIMITED,BHS
55083290,SYSTEMS HOLDING LIMITED,MLT
82025191,Eastern Navigation Company Limited,BMU
82018293,ZZZ-COLGATE TRUST,CYM
200116828,BENTLEY COMMERCIAL LIMITED,KNA
200104349,"M & J ENTERPRISES, LTD",KNA
101712720,AIM INTERACTIVE INC.,BRB
200803628,MOZART INTERNATIONAL INVESTMENTS TRUST,KNA
200507466,"5308679, LLC",KNA
101738849,PLATINUM CAPITAL CORPORATION,BRB
30019004,HIRET INVESTMENTS LTD,BHS
200101793,GOLD COAST S.A.,KNA
200501026,"CHERRY TREE, LLC",KNA
200109052,LORIMER FAMILY OFFICE SERVICES LTD,KNA
55046244,FLIGHTSERVICE LTD,MLT
85031755,ESCUDERO & SONS N.V.,AW
100338645,ACTION CHARTERS INC.,BRB
82023579,Orion Co-Investments I Limited,BMU
55080573,VASTERA INVESTMENTS LTD,MLT
55004321,PULZAR MARITIME TWO LTD,MLT
85045700,PARDO CLEANING SERVICES,AW
200114396,GOLDEN BOW INVESTMENTS LIMITED,KNA
200107966,CDS CONSULTING SERVICES INC.,KNA
55067442,FALCONECOLOGY LTD,MLT
55083617,IMSIDA HOLDINGS LIMITED,MLT
101510822,BATTENFELD GLOUCESTER TRADING COMPANY LTD.,BRB
100330389,MANDARIN HOLDINGS INC.,BRB
200134338,IANA S.A.,KNA
200127692,Lapworth Business Ltd.,KNA
55055385,GECKOIL LTD,MLT
200138530,AMARANTE SHIPPING PTE. LTD.,KNA
100339079,A.L. PRIVATE INVESTIGATION SERVICES INC.,BRB
55023494,ENERGY RELATED CONSULTANTS LIMITED,MLT
55013751,SWFC LTD,MLT
200120372,DIXCART SERVICES LIMITED,KNA
30022478,DESIGN BUILDERS LIMITED,BHS
30006966,RICHARD'S ENTERPRISES LIMITED,BHS
55051235,PETRONIUS LTD.,MLT
85029601,NEW CASTLE PAYMENT CO. A.V.V.,AW
200116955,ASSOCIATED INTERNATIONAL REASSURANCE LIMITED,KNA
55019004,FINTRADE LIMITED,MLT
100319651,WHY WORRY INC.,BRB
30014171,SERENA PROPERTIES (BAHAMAS) LIMITED,BHS
55009950,IOANNIS SHIPPING LTD,MLT
55049420,FINANCIAL & HEALTH STRATEGY LIMITED,MLT
55030239,MALTA BAN LIMITED,MLT
101301121,KOCH CNC SRL,BRB
100335269,M S AZARA INC.,BRB
85024257,TRIMURTI N.V.,AW
100335662,WELCHES GROVE DEVELOPMENT COMPANY LTD.,BRB
30021618,FOUR STAR INCORPORATED LIMITED,BHS
55053260,SPV IV LIMITED,MLT
85038973,ALTO VISTA REAL ESTATE ARUBA N.V.,AW
200128487,"Alpha Management Group, Inc.",KNA
85011057,ECONO CARRENTAL N.V.,AW
200134414,INTERNATIONAL ENERGY ALTERNATIVES INC.,KNA
200800881,RIGHT HAND INVESTMENTS,KNA
200140545,CRITERIA HOTEL ARUBA LIMITED,KNA
200512300,"WESTGATE HOLDINGS GROUP, LLC",KNA
100331693,H & H SOUNDS INC.,BRB
200128346,Forty Two Omicron Invest Limited,KNA
200510771,"LONGWOOD INVESTMENTS, LLC",KNA
55027490,NATOB LIMITED,MLT
85049904,TARYNA CORPORATION N.V.,AW
55035308,MAGNUM DIGITAL MEDIA LIMITED,MLT
200508730,"World Services SA, LLC",KNA
55045767,SATUS GLOBAL ADVISORY & CONTRACTING LIMITED,MLT
30015752,ADVENTURE EXPLORATION AND SALVAGE LIMITED,BHS
55001262,BOURICO INVESTMENT LIMITED,MLT
101718073,ROOFING INTERNATIONAL LIMITED,BRB
101300253,"VFC INVESTMENTS HOLDINGS, SRL",BRB
200118110,"CONNOR & CONNER CAPITAL, LTD.",KNA
100339089,UNIQUELY BAJAN INC.,BRB
55087335,GETEC,MLT
82003647,Horizon Oil (Papua) Limited,BMU
200123894,CENTENNIAL INTERNATIONAL RE-INSURANCE COMPANY LIMITED,KNA
55013800,OCEAN SEA SERVICE LIMITED,MLT
85036500,SPA UNI FOR YOU,AW
85011445,SIME IMPIANTE SRL,AW
200507415,"BLUE TOPAZ, LLC",KNA
55036556,PEACEFUL STONE ENTERPRISES (MALTA) LIMITED,MLT
55055748,BetIt Holdings Ltd,MLT
85045661,LET'S CHILL CAFE V.O.F.,AW
55066615,Abza Ltd,MLT
200112441,ALLENWOOD S.A.,KNA
55079272,MEDITTERRANEAN FREIGHT SERVICES LIMITED,MLT
85029456,ITALUMIN ARUBA N.V.,AW
200513382,"Ciel Bleu, LLC",KNA
55051154,ALCEA HOLDING LIMITED,MLT
55087224,PADERBON PARTNERSHIP,MLT
200139391,Sierra Lion Investments Inc,KNA
101512402,RUDOLPH TECHNOLOGIES SALES LTD.,BRB
55035286,OCEAN CAPITAL (MALTA) LIMITED,MLT
200137110,Eastern International Investments Ltd.,KNA
200107522,DKS INVESTMENTS INC.,KNA
200500042,"THE GLOBAL GROUP, LLC",KNA
55061049,THREESIXO CONSULTANCY LTD.,MLT
200123310,GREEN CHAIR HOLDINGS LIMITED,KNA
55083901,ENDEAVOUR SHIPPING CO. LTD.,MLT
200123664,GENESIS INTERNATIONAL HOLDINGS INC.,KNA
55072500,ZEFIRO TRADING LTD,MLT
200132543,NEWGATE PROPERTIES LIMITED,KNA
200144163,MERCER INTERNATIONAL VENTURES CORP.,KNA
200105825,FUXIA LIMITED,KNA
55063245,SOLLPLIM LIMITED,MLT
85015820,CLASSIQUE DE ROSS,AW
55020795,MAX HOLDINGS LIMITED,MLT
55061098,ACUMEN PROJECTS LIMITED,MLT
200507453,"Aqualane Investment Holdings, LLC",KNA
55029912,CAR CHARTER EUROPE (HOLDINGS) LIMITED,MLT
200104010,LM LIFE INSURANCE LIMITED,KNA
55082893,EUROPEAN FOOD CORPORATION LTD.,MLT
55059149,ISKRA COMMUNICATIONS LIMITED,MLT
55061589,PRIVATE TABLE HOLDING LIMITED,MLT
101712291,SURECOMP INTERNATIONAL LTD.,BRB
200128826,"AMERICAN GUARANTY RE., LTD.",KNA
200134478,ALBO SHIPPING & TRADING CO. INC.,KNA
85023039,BUURT- EN SPORTVERENIGING DAKOTA,AW
55063473,CS PROPERTIES LTD,MLT
55003871,BLUE CROSS LIMITED,MLT
55077955,JOYBAL LIMITED,MLT
200124519,LANCASTER GATE ASSET MANAGEMENT INC.,KNA
55037485,JFC HOLDINGS LIMITED,MLT
55023244,HYDROTECHNIKA BEOGRAD INTACO LIMITED,MLT
200116556,HALF MOON CAY LTD.,KNA
55079142,TRAMUNTANA LIMITED,MLT
200505126,B & W SPECIALTIES LLC,KNA
200802822,THE WITTLEY TRUST,KNA
82017371,ZZZ-MK GLOBAL FAMILY TRUST,CYM
30015698,CHAMBERLAIN INVESTMENTS LIMITED,BHS
85014040,CARIBBEAN UNIFIED MANAGEMENT A.V.V.,AW
100305767,P & D ENTERPRISES LIMITED,BRB
85040626,MIRJAY IN MOTION PROPERTIES,AW
82008078,TeaM Energy (Bermuda) Limited,BMU
55044637,SALMAR LIMITED,MLT
101710721,NEVSUN (BARBADOS) MINING LTD.,BRB
55067854,AKTERBOG LIMITED,MLT
200517749,Kitchen World International LLC,KNA
100322414,OBLEKA INC.,BRB
55011258,GREGALE LIMITED,MLT
200144983,FOCO MOUNTAIN LTD.,KNA
82007490,Argus International Life Limited,BMU
55044264,J'ADORE HOLDINGS LIMITED,MLT
85026459,CANWAY CORPORATION A.V.V.,AW
200118194,AEROSPACE CONSULTING GROUP LIMITED,KNA
30019839,JEWELLERS LAS BAHAMAS LIMITED,BHS
55069090,ANNA HOLDING LTD,MLT
55084166,SMD ASSOCIATES,MLT
55078942,BIANCHI MOBILI LIMITED,MLT
30016381,FLEETVIEW DEVELOPMENT COMPANY LIMITED,BHS
200136346,STAR STRATEGIC INVESTMENTS INC.,KNA
200514005,"PREMIER ASSET PARTNERS, LLC",KNA
55017083,ACQUISITION INVESTMENTS LIMITED,MLT
30014122,JAYLAND RESTAURANTS LIMITED,BHS
30012496,WAKEFIELD INVESTMENT COMPANY LIMITED,BHS
55068911,EURO PERSONA LIMITED,MLT
200146217,THO 2015 CORP.,KNA
200127773,Fontenelle Limited,KNA
30016043,FOREIGN LAND BAHAMA LIMITED,BHS
200509553,"Omni Printing & Graphics, LLC",KNA
55038495,ABILITY DRILLING MALTA IV UK LTD.,MLT
200115316,FLORA SHIPPING INC.,KNA
55025503,HIGHLAND ENTERPRISES LIMITED,MLT
82007750,Pantex Group Inc. ** INCOMPLETE **,CYM
200133846,MAROT HOLDINGS LTD.,KNA
55002875,ANTHONY TONNA & CO LIMITED,MLT
101740759,BRAND NATION LTD.,BRB
55025694,LARA TRADING COMPANY LIMITED,MLT
200514129,MYSTIC SYSTEMS LLC,KNA
55076009,ORCHIDEA HOLDING LIMITED,MLT
100302420,AVONDALE INVESTORS INCORPORATED,BRB
82024655,Glencore International Investments Ltd.,BMU
65401947,GOOD TASTE COMPANY LTD,WSM
55068317,REA SHIPPING LIMITED,MLT
85007554,POLYVEST N.V.,AW
55045349,VIANDA LIFE LIMITED,MLT
101707516,WEST INDIES PHARMACEUTICALS LIMITED,BRB
30004460,ELEUTHERA ISLAND SHORES LIMITED,BHS
55022589,VELOS SHIPPING CO. LTD,MLT
200116599,US CONSULTING REINSURANCE GROUP CORPORATION,KNA
55083874,SEDIT SHIPPING LIMITED,MLT
82009728,Iren Leasing Limited,BMU
82021816,Tarifa Maritime Limited,IMN
101712934,TONGLI ENERGY INTERNATIONAL LTD.,BRB
100325501,GLASSESCO INVESTMENTS LTD.,BRB
200123524,"CHAMPS ELYSEES, LTD.",KNA
55062938,ORBITAL CONSULTANCY AND TRADING LIMITED,MLT
55042534,PHOENIX CS LIMITED,MLT
85001688,LUGI'S,AW
85016892,LO NUESTRO,AW
55086858,ARCADE PUBLISHING,MLT
100926901,ZERMATT REINSURANCE COMPANY LTD.,BRB
82018088,ZZZ-OLE CHANNELS LDC,CYM
85016865,SEA & TEE LEISURE WEAR,AW
200135661,Goco Plans Limited,KNA
55016263,OCEAN SPARKLE MARITIME LTD,MLT
200503095,FRANKLIN HOLDINGS INTERNATIONAL LLC,KNA
200801776,UNIVERSAL TRUST,KNA
55000091,MECHANICAL FLUID POWER ENGINEERING LTD,MLT
82020665,SONGBIRD TRUST NO. 7194,CYM
200102784,PTI LIMITED,KNA
30001920,"RALMAR FREIGHT AND STEAMSHIP CO., LIMITED",BHS
82005694,SageCrest Ltd.,BMU
55042089,Spigo Malta Holding Ltd,MLT
30017592,EASTWOOD LIMITED,BHS
200131086,ARK ENTERPRISES LTD.,KNA
200500230,EquiMed-Asia LLC,KNA
55070522,NADIS LIMITED,MLT
55007970,UNILAN LIMITED,MLT
200513061,"Simon Medellin Properties, LLC",KNA
55083157,OCCIDENTAL GENERAL INVESTMENTS LIMITED,MLT
200512517,"Zepphyr Services, LLC",KNA
55023793,ECG LIMITED,MLT
85008268,FUXY FASHION,AW
200514934,"Yo Mori, LLC",KNA
55073979,Eagle Marketing Holding Ltd,MLT
85006760,WORLDWIDE FREEZONE TRADING CO. N.V.,AW
200509666,"PATRONUS INVESTMENTS, LLC",KNA
200124849,ALTAGRACIA INC.,KNA
200108410,GLENVIEW INC.,KNA
82011636,Quadra Water Holdings Ltd.,CYM
85011547,FRANK'S PARTY SERVICE,AW
100329429,CARIBBEAN PROTECTIVE COATINGS INC.,BRB
200503368,"GRASSHOPPER INVESTMENTS, LLC",KNA
101837342,CARIBBEAN ENTERPRISE RESEARCH INSTITUTE INCORPORATED,BRB
82021147,Salamander Energy (North East Bangkanai) Limited,VGB
55069078,EURO TICKET HUB LIMITED,MLT
85001547,ARUCO CO.,AW
100332039,TISSUE SUPPLY INC,BRB
101736159,REF INVESTMENTS CORP.,BRB
82002004,The Suzanne B Trust - David Bett,BMU
100619929,SUGAR FOURTEEN LTD.,BRB
100325609,CINDUS CORPORATE SERVICES LIMITED,BRB
100330595,BELLA WOOD & CONSTRUCTION CO. LTD,BRB
55051216,Fabulous Limited,MLT
55024571,PHIJA HOLDINGS LIMITED,MLT
200506246,SIDTONE ENTERPRISES LLC,KNA
85029941,GIOMIS,AW
55075479,PRINTING TRADE LTD.,MLT
55048115,H&B INVESTMENTS LTD,MLT
82006615,GMM International Limited,VGB
101711766,TATEC (BARBADOS) LTD.,BRB
55042871,228 ST. URSULA STREET LIMITED,MLT
30010469,UNIVERSAL AMERICAN MORTGAGE COMPANY LIMITED,BHS
85031618,PORTOGARDEN LANDSCAPING,AW
55082819,SHIPCRAFT TRAWLER THREE LIMITED,MLT
85028887,SUZETTE ARUBA CONSTRUCTION CLEANING SERVICES,AW
85026473,GIANOMAR PROPERTY MANAGEMENT N.V.,AW
85022609,COSTANERA INTERNATIONAL A.V.V.,AW
200124199,"MERRELL REINSURANCE CO., LTD.",KNA
82011802,PAPEXPLORER INT.,CYM
55028560,Best Deals International Limited,MLT
101723535,DGM CORPORATE FINANCE INC.,BRB
30010534,STOCKWELL INVESTMENTS LIMITED,BHS
85025653,BROKKE SECURITY,AW
200506485,"L.R. MAGE, LLC",KNA
85013388,BRETELA CORPORATION A.V.V.,AW
55032058,Technotrend Applications Limited,MLT
200510260,"Avidus Holdings, LLC",KNA
200506352,"HOMEBOUND, LLC",KNA
82007699,Wells Fargo Insurance Services Captive Management (Bermuda) Limited,BMU
55050198,S CAP LIMITED,MLT
100604709,PROPAK SYSTEMS LTD.,BRB
30000912,HYDRAULIC CONSTRUCTION COMPANY LTD,BHS
55040296,INTERNATIONAL CONNECTIONS LIMITED,MLT
55043885,TMU INTERNATIONAL LIMITED,MLT
200147231,BELVEDERE INVESTMENT GROUP LTD,KNA
85027529,CULTURA SNACKBAR,AW
100340736,VMB BUILDING CONSTRUCTION MAINTENANCE & WORKS LTD.,BRB
30021215,DREAM BUILDERS ENTERPRISES LIMITED,BHS
55005280,Britannia Estates Limited,MLT
65000475,FOULGER-PRATT CONTRACTING LIMITED,WSM
55013933,THREE TOPS SHIPPING CO. LTD,MLT
55007445,TABORDA INVESTMENTS LTD,MLT
200144200,Bright Investments Ltd.,KNA
55035520,Traders Education Limited,MLT
55076326,GETAGAME LIMITED,MLT
82011793,MID-EAST AVIATION LIMITED,CYM
55018411,JNM TRADING LTD,MLT
85028568,TRICEN MAINTENANCE & SERVICES,AW
55020022,CATHEDRAL SHIPPING LTD,MLT
200103664,HOWARD INTERNATIONAL INC.,KNA
82000048,Hunting Limited,BMU
85012717,MULBERRY A.V.V.,AW
85021120,FLEDDER A.V.V.,AW
55010547,AMNESIA LIMITED,MLT
85018650,MEDISCHEPRAKTIJK M.J.M. MEELIS NV,AW
101714156,ENVIRONMENTAL ECOLOGY INC.,BRB
101719757,SEISMIC EXPLORATION INTERNATIONAL INC.,BRB
100322273,KAREWAY TOURS & SERVICE INC.,BRB
55052989,LINCHMAN & CO. LIMITED,MLT
30018484,MATT LOWES CAY LIMITED,BHS
200515172,"Embargo Holdings, LLC",KNA
30019150,ST. JOHN'S COUNSELORS LIMITED,BHS
200100407,MODULAR GARAGES LIMITED,KNA
85016534,THE GOLDEN YEARS/THE OLDIES,AW
100331068,LIGHT BREEZE INC.,BRB
85007711,J.O. CARIBBEAN OVERSEAS COMPANY N.V.,AW
